macros,positive frequency,length
('load_r0_l3_c3_k1_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),23,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),10,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'move_r0_l2_l0'),3,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'),15,4
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'),1,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'),15,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'),14,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),1,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'move_r0_l1_l0'),5,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l2'),24,2
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'),24,2
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'),24,3
('load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'),23,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'),23,3
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),23,3
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'),10,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'),23,4
('load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'),23,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),22,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),3,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'),10,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'),10,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'),23,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),22,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),3,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'prepare_unload_0'),1,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'),3,3
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'),1,3
('load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'),2,4
('move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'),1,4
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,4
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),2,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'),1,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,5
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),1,5
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),2,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),1,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),26,2
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),24,3
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),3,3
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),14,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),3,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),3,4
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),1,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),14,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),3,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),1,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),1,5
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),1,5
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'unload_r0_k1_0'),1,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),23,3
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),21,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),3,4
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),12,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),2,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),2,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),20,2
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),21,2
('load_r0_l2_c2_k1_3'  'prepare_unload_0'),23,2
('prepare_unload_0'  'load_r0_l2_c2_k1_3'),19,2
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),62,2
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),7,3
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),18,3
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),19,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,3
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),17,3
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),17,3
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),53,3
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),7,4
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),7,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),18,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),4,4
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),15,4
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),14,4
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),8,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),6,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),4,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),7,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),7,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),4,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),3,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),13,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),8,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),8,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),47,2
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),16,3
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),45,3
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),14,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),16,4
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),39,4
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),45,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),13,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),14,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),15,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),39,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),13,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),18,2
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),47,2
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),54,2
('prepare_unload_0'  'move_r0_l0_l1'  'prepare_unload_0'),13,3
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),1,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),7,3
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'),4,3
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),8,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),17,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),14,3
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),42,3
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),50,3
('prepare_unload_0'  'move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'),12,4
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),1,4
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),1,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),7,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),6,4
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'),2,4
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),4,4
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),4,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),13,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),12,4
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),39,4
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),46,4
('prepare_unload_0'  'move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'),9,5
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),1,5
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),1,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),7,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),6,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'),2,5
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),2,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),4,5
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),4,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),11,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),12,5
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),39,5
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),15,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),10,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),10,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),10,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),2,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'),2,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),3,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),10,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),10,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),2,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'),1,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),2,5
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'prepare_unload_0'),31,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),27,2
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),5,3
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),4,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),22,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),10,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),5,4
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'),4,4
('move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),4,4
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),4,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),7,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),9,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),10,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),5,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'),4,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),4,5
('move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),4,5
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),2,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),9,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),9,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),2,3
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),4,3
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),2,4
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),2,4
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),3,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),4,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),2,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),2,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),3,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),22,2
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'),3,3
('prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),1,3
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'),7,3
('prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),13,3
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),22,3
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),19,3
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'),3,4
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),1,4
('prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),1,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),1,4
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'),4,4
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),7,4
('prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),7,4
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),19,4
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),17,4
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'),3,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),1,5
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),1,5
('prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),1,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'),4,5
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),4,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),7,5
('prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),7,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),17,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),15,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),5,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),2,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'),3,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),2,5
