macros,positive frequency,length
('prepare_unload_0'  'load_r0_l2_c2_k1_2'),16,2
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),4,3
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),11,3
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),3,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),4,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),4,4
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),3,4
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'move_r0_l2_l0'),3,4
('load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),4,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),4,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),2,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'move_r0_l2_l0'),3,5
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),7,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),38,2
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),38,3
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),37,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),12,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),37,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),8,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),12,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),12,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),8,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'),6,5
('move_r0_l1_l2'  'move_r0_l2_l3'),10,2
('move_r0_l1_l2'  'move_r0_l1_l2'  'move_r0_l2_l3'),7,3
('move_r0_l1_l2'  'move_r0_l2_l3'  'move_r0_l2_l3'),10,3
('load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'move_r0_l2_l3'),3,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'move_r0_l2_l3'  'move_r0_l2_l3'),7,4
('move_r0_l1_l2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),5,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),40,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),16,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'move_r0_l2_l3'),3,5
('load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'move_r0_l2_l3'  'move_r0_l2_l3'),3,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'),3,5
('move_r0_l1_l2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),5,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),16,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),16,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),2,5
('move_r0_l1_l2'  'prepare_unload_0'),15,2
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),6,3
('move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'),10,3
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),5,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),2,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),5,4
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'),5,4
('move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),4,4
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),5,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),2,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'),5,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),4,5
('move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),4,5
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'),1,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'move_r0_l2_l0'),2,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),14,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),13,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),13,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),7,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),12,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),12,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),7,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),7,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),7,5
('move_r0_l0_l1'  'move_r0_l1_l2'),2,2
('move_r0_l1_l2'  'load_r0_l2_c2_k1_0'),2,2
('move_r0_l0_l1'  'move_r0_l0_l1'  'move_r0_l1_l2'),2,3
('move_r0_l0_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'),2,3
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_0'),2,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),2,3
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),9,3
('move_r0_l0_l1'  'move_r0_l0_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'),2,4
('move_r0_l0_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_0'),2,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),2,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),1,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),9,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),9,4
('move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'),23,4
('move_r0_l0_l1'  'move_r0_l0_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_0'),2,5
('move_r0_l0_l1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),2,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),1,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),1,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),4,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),9,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'),9,5
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'),1,5
('move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),23,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),45,2
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),45,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),40,3
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),45,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),40,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),9,4
('move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),44,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),40,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),9,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'move_r0_l2_l1'),7,5
('move_r0_l2_l1'  'prepare_unload_0'),7,2
('prepare_unload_0'  'move_r0_l2_l1'),11,2
('load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'),4,3
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'),5,3
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),4,3
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'),4,4
('load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'),4,4
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),4,4
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),4,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'),4,5
('load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),4,5
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),4,5
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l0'),2,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'  'unload_r0_k1_0'),6,5
('unload_r0_k1_0'  'move_r0_l0_l2'),3,2
('unload_r0_k1_0'  'unload_r0_k1_0'  'move_r0_l0_l2'),3,3
('unload_r0_k1_0'  'move_r0_l0_l2'  'prepare_unload_0'),3,3
('prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'),9,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'),14,4
('prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'move_r0_l0_l2'),1,4
('unload_r0_k1_0'  'unload_r0_k1_0'  'move_r0_l0_l2'  'prepare_unload_0'),3,4
('unload_r0_k1_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),3,4
('move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'),3,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'),14,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),12,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l0'  'prepare_unload_0'),2,5
('move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'move_r0_l0_l2'),1,5
('prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'move_r0_l0_l2'  'prepare_unload_0'),1,5
('unload_r0_k1_0'  'unload_r0_k1_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),3,5
('unload_r0_k1_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'),3,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),27,2
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),24,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),26,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'),2,3
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l1_l0'),1,3
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),10,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),23,4
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'),1,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l1_l0'),1,4
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'),1,4
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),9,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),10,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l1_l0'),1,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'),1,5
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l1_l0'  'prepare_unload_0'  'move_r0_l1_l0'),1,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'),9,2
('prepare_unload_0'  'load_r0_l3_c3_k1_2'),7,2
('move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),1,3
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),6,3
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),3,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l3'),16,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),1,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),1,4
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),3,4
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),2,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l3'),16,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l3'  'move_r0_l2_l3'),15,5
('load_r0_l2_c2_k1_1'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),1,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),1,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),1,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'),2,5
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),2,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'),8,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'),35,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'),8,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l1'  'move_r0_l3_l1'),5,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'),15,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'),15,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'move_r0_l3_l2'  'move_r0_l3_l2'),14,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),1,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),1,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),1,5
('move_r0_l0_l3'  'move_r0_l3_l2'),1,2
('move_r0_l3_l2'  'load_r0_l2_c2_k1_0'),2,2
('move_r0_l0_l3'  'move_r0_l0_l3'  'move_r0_l3_l2'),1,3
('move_r0_l0_l3'  'move_r0_l3_l2'  'move_r0_l3_l2'),1,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_0'),2,3
('move_r0_l3_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),2,3
('move_r0_l0_l3'  'move_r0_l0_l3'  'move_r0_l3_l2'  'move_r0_l3_l2'),1,4
('move_r0_l0_l3'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_0'),1,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),2,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),2,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_0'),1,5
('move_r0_l0_l3'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),1,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'),2,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),2,5
('load_r0_l3_c3_k1_0'  'prepare_unload_0'),6,2
('prepare_unload_0'  'load_r0_l3_c3_k1_0'),4,2
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'),3,3
('load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_0'),3,3
('prepare_unload_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),2,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),5,3
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'),3,4
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_0'),3,4
('load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),2,4
('prepare_unload_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),2,4
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),6,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),5,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),4,4
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'),1,4
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),1,4
('move_r0_l0_l3'  'move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_0'),3,5
('move_r0_l0_l3'  'load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'),2,5
('load_r0_l3_c3_k1_0'  'prepare_unload_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),2,5
('prepare_unload_0'  'load_r0_l3_c3_k1_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'),2,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),6,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'),6,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),4,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),4,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'),1,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'),1,5
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'),1,5
('load_r0_l3_c3_k1_2'  'move_r0_l3_l0'  'move_r0_l3_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),1,5
('move_r0_l3_l0'  'move_r0_l0_l1'),1,2
('move_r0_l0_l1'  'load_r0_l1_c1_k1_1'),1,2
('load_r0_l3_c3_k1_0'  'move_r0_l3_l0'  'move_r0_l3_l0'),1,3
('move_r0_l3_l0'  'move_r0_l3_l0'  'move_r0_l0_l1'),1,3
('move_r0_l3_l0'  'move_r0_l0_l1'  'move_r0_l0_l1'),1,3
('move_r0_l0_l1'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_1'),1,3
('move_r0_l0_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),1,3
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),2,3
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l0'),2,3
