macros,positive frequency,length
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),5,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),2,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),1,4
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),3,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),3,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),2,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),1,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),1,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),2,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),24,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),23,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),23,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),5,4
('load_r0_l2_c2_k1_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),21,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),22,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),9,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),2,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),2,5
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'),33,3
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'),27,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),26,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),10,5
('move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),14,3
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),14,3
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'),7,3
('move_r0_l1_l2'  'prepare_unload_0'  'prepare_unload_0'),1,3
('move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),14,4
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),14,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'),7,4
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),6,4
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),9,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'prepare_unload_0'  'prepare_unload_0'),1,4
('move_r0_l1_l2'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'),1,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),1,4
('move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'),14,5
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'),1,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'),7,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),6,5
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),6,5
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),7,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'prepare_unload_0'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'prepare_unload_0'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'),1,5
('move_r0_l1_l2'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),1,5
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),1,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),8,5
('prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'),11,3
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'),6,4
('prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),11,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),6,5
('prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),11,5
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),6,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),6,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),5,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),6,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),6,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),5,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),5,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),6,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),6,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),5,5
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),9,5
('prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'),2,3
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),1,3
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),7,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),1,4
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'),1,4
('prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'),2,4
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),1,4
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),1,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),4,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),6,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),7,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),1,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'),1,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),1,5
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),7,4
('move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'),1,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),7,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),3,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),7,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),8,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),14,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),7,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),6,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),8,4
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),9,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),12,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),10,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),5,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),6,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),6,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),8,5
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),9,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),4,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),10,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),10,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),3,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),2,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),2,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),2,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),1,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),2,5
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'),3,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l1'),9,4
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'),3,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),4,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l1'),9,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l1'  'move_r0_l3_l1'),9,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),9,3
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,4
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),9,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),5,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),9,5
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'prepare_unload_0'),3,3
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l1'),3,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),7,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'prepare_unload_0'),3,4
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l1'),3,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),3,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),7,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),6,4
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'prepare_unload_0'),3,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l1'),3,5
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),3,5
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),3,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),7,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'),6,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l2'),2,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),13,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'),7,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),9,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),10,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'),4,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),2,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),7,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),8,5
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'),4,3
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'),1,4
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'),4,4
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),4,4
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),4,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l3'),1,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'),1,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),4,5
('prepare_unload_0'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),3,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'),1,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),7,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),9,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),7,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),4,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),9,5
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),8,3
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),8,4
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'move_r0_l2_l1'),7,4
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),6,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),7,5
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'move_r0_l2_l1'),7,5
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),6,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),3,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),2,4
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'),1,5
('move_r0_l2_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),2,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),2,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),2,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'prepare_unload_0'),2,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),2,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),2,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'prepare_unload_0'),2,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),2,5
('prepare_unload_0'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),2,5
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'),1,4
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'),1,5
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'prepare_unload_0'  'move_r0_l2_l1'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),1,5
('unload_r0_k1_0'  'prepare_unload_0'  'move_r0_l0_l2'),1,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'),4,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),3,4
('prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'),2,4
('unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'  'move_r0_l0_l2'),1,4
('unload_r0_k1_0'  'prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'),1,4
('prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'  'prepare_unload_0'),1,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'),3,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),3,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),4,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),3,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'move_r0_l1_l0'),3,5
('load_r0_l1_c1_k1_3'  'prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'),1,5
('prepare_unload_0'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),2,5
('move_r0_l1_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'  'prepare_unload_0'  'move_r0_l0_l2'),1,5
